"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"38418",-0.99510135135135,5.87424662162162,-12.2083936846472,4.37660072163365e-28,2.00722923292179e-26,53.052849035547
"32830",-1.98293918918918,10.0403344594595,-12.2002956681755,4.67706588260944e-28,2.1345672389119e-26,52.9871807005872
"18819",0.803520270270268,8.23736824324324,12.1825671105175,5.4085679168851e-28,2.45643502089209e-26,52.8434667539434
"22996",1.4350472972973,8.427875,12.1746653637848,5.77033166447326e-28,2.6080784083484e-26,52.7794347032776
"49259",-1.90819594594595,13.561402027027,-12.1718824291484,5.9034037208156e-28,2.64519850905249e-26,52.7568863881756
"34788",1.50139864864865,6.59656418918919,12.1717666696476,5.9090047925606e-28,2.64519850905249e-26,52.7559485010686
"53458",-1.29451351351352,8.57202027027027,-12.1665200122757,6.16850535060685e-28,2.74821600287036e-26,52.7134430296314
"9592",0.818067567567568,6.67534459459459,12.1557787038084,6.73573922486125e-28,2.98670977193374e-26,52.6264419994123
"49630",-1.73218918918919,10.9478716216216,-12.1514490087061,6.97882447569557e-28,3.07990008465131e-26,52.5913801474452
"34020",-1.57403378378378,6.89457094594595,-12.1499042616472,7.06765241715304e-28,3.10445802886778e-26,52.578871800916
"52360",1.00620945945946,10.1616047297297,12.1412308630998,7.58773865047932e-28,3.31733097261143e-26,52.5086501808688
"34468",-0.717851351351349,8.47165540540541,-12.1366896507966,7.87508423225799e-28,3.42694363148864e-26,52.4718902777449
"8467",-1.41192567567568,8.70113851351351,-12.12627115953,8.57596120691674e-28,3.71466171536634e-26,52.3875727716913
"49680",1.18480405405405,7.90389527027027,12.1250922796654,8.65908341439133e-28,3.73338177073941e-26,52.3780335516117
"59939",-1.33486486486486,14.3031148648649,-12.1240680194719,8.73195510052481e-28,3.74753082204175e-26,52.3697457303836
"42544",-0.837060810810806,9.22342905405405,-12.0903508723268,1.1504411947241e-27,4.91485288485784e-26,52.0970543578152
"2377",-1.09277027027026,7.73265540540541,-12.0833715148901,1.21797738464539e-27,5.17972564124649e-26,52.040640014484
"40110",-1.18547297297297,7.405,-12.0682549491368,1.3781060827049e-27,5.83419027592175e-26,51.9184902401703
"17211",-1.41147297297297,7.74967567567568,-12.0671822486564,1.3902357251063e-27,5.85902947932185e-26,51.9098242303081
"2231",-1.30335135135135,5.69672297297297,-12.0625036690123,1.44439539045849e-27,6.05998353055141e-26,51.8720305182466
"49952",1.27385135135135,6.7992972972973,12.0573202460779,1.50685762761056e-27,6.29382141246627e-26,51.83016448862
"31812",2.73566216216216,5.99366891891892,12.0521891196689,1.5713403377216e-27,6.53398231098813e-26,51.7887268893927
"23768",-2.64962162162162,8.51303378378378,-12.0441966473959,1.67730176091311e-27,6.94373242261198e-26,51.724193811859
"42637",-0.97602027027027,12.2556047297297,-12.0388711770747,1.75182855037535e-27,7.22031185784661e-26,51.6812028434733
"49255",-0.978709459459466,11.2435101351351,-12.0267686490154,1.93369662765455e-27,7.93494107383156e-26,51.5835268564853
