"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"31859",-1.55893243243242,9.63141891891892,-11.9155589235723,4.78501296017731e-27,1.81249316823558e-25,50.6875766558352
"26687",-1.11741216216216,10.3573344594595,-11.9030959410462,5.29545737707667e-27,1.98973089236664e-25,50.5873508864832
"4862",-2.06914864864864,8.41992567567568,-11.890086883397,5.88620987764506e-27,2.19407886913335e-25,50.4827730399377
"51894",-1.334,12.4076959459459,-11.882298211179,6.27086778235091e-27,2.32818408617758e-25,50.4201803951486
"51325",-1.88599324324324,6.36269256756757,-11.8781631252158,6.4851623400502e-27,2.3982284131822e-25,50.3869552095098
"42630",-1.12350675675675,9.92095608108108,-11.8578801902922,7.64673968227614e-27,2.80560378303433e-25,50.22404230266
"57341",-1.31969594594594,10.2369695945946,-11.8526951096303,7.97557077033607e-27,2.91482187997126e-25,50.1824115041432
"29166",-1.10666216216217,5.87712837837838,-11.8341231480526,9.27329346535629e-27,3.3759118156371e-25,50.0333512040032
"28063",-1.34589864864864,12.1666114864865,-11.8209374677664,1.03203904781104e-26,3.74254160128685e-25,49.9275723673353
"24636",-1.40325675675676,8.18084459459459,-11.8190496918529,1.04796449626709e-26,3.77105993349034e-25,49.9124316082393
"6356",-1.15560135135135,9.50655067567568,-11.8073076075793,1.15266839275615e-26,4.10051919491502e-25,49.8182746064088
"30247",-1.30539189189189,14.4572905405405,-11.7924312112904,1.30041254156123e-26,4.6085832344117e-25,49.6990325822771
"38087",-1.34889864864865,8.28722635135135,-11.7809158066803,1.42760684052588e-26,5.04026022640006e-25,49.6067678294045
"30720",-1.00204054054053,10.6982905405405,-11.7631798797844,1.64816767334337e-26,5.75382714619423e-25,49.4647261675505
"60066",-1.46751351351351,10.9370135135135,-11.753850969191,1.77748525485351e-26,6.15931557200351e-25,49.3900448628
"18358",-1.28285135135135,12.4784324324324,-11.7483491642079,1.85843977260529e-26,6.41607472785798e-25,49.3460110060585
"4417",-1.20510135135135,7.71221959459459,-11.7234371499906,2.2734764951297e-26,7.734780395794e-25,49.1467209207866
"40401",-1.42542567567567,10.3066114864865,-11.7217587323518,2.30454997142105e-26,7.78388791791169e-25,49.1332995350505
"24693",-1.47647297297297,7.13133783783784,-11.7177392691512,2.38069520147497e-26,8.01215262769779e-25,49.1011609464952
"55875",-1.05194594594594,13.5764594594595,-11.6859713354103,3.0776714857905e-26,1.02472222138989e-24,48.847294950427
"26340",-1.22063513513513,10.4474054054054,-11.6604269894819,3.78281031465845e-26,1.25059976339026e-24,48.6433473621611
"60576",-1.98327027027028,9.50915540540541,-11.6249124341925,5.0379976774633e-26,1.64235213485528e-24,48.3600718286666
"25972",-1.73166891891891,8.89992905405405,-11.6168021368749,5.37845111354855e-26,1.74724960480417e-24,48.2954265860192
"33633",-1.09341216216217,6.82477364864865,-11.615594413942,5.43107259936498e-26,1.7566013632894e-24,48.2858015549939
"21317",-1.07714864864865,7.72976351351351,-11.6152815374475,5.44478832143998e-26,1.7566013632894e-24,48.2833081251666
"25306",-1.49613513513513,6.52947972972973,-11.5779029463721,7.35812761550615e-26,2.34957822425514e-24,47.9856051657548
"57435",-1.38441891891892,6.51540540540541,-11.5754771787661,7.50325417404063e-26,2.38777027388858e-24,47.9662975116733
"25455",-1.11532432432433,4.62710135135135,-11.5348526069563,1.04041625548439e-25,3.22322333983839e-24,47.6431773031091
"12402",-1.18475675675677,10.4650810810811,-11.526742189983,1.11051878612822e-25,3.40656188951331e-24,47.5787200941975
"60114",-1.59103378378378,6.82005067567568,-11.4920045268439,1.46802763828229e-25,4.43060212379647e-24,47.3028393097164
"7816",-2.0998918918919,10.9677432432432,-11.4818911106952,1.59219719171683e-25,4.77455029669958e-24,47.2225800332026
