"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010812","negative regulation of cell-substrate adhesion","9/435","69/18860",0.130434782608696,5.6551724137931,5.95231053046948,2.83085213172695e-05,0.00219828535538287,0.0018144543137136,"COL1A1/APOD/HOXA7/FAM107A/KANK1/DLC1/TACSTD2/ITGB1BP1/POSTN",9
"GO:0097305","response to alcohol","19/435","280/18860",0.0678571428571429,2.94203612479475,5.03052921456101,2.93854761603377e-05,0.00224116729787147,0.00184984886580772,"CES1/GHR/AVPR1A/CD27/TGFBR3/FOSB/S100B/NTRK3/LRP8/CCL19/SCNN1A/GNG2/BLM/SLIT3/ADRA2A/GPLD1/TGFBR2/NR3C1/RAD51",19
"GO:0000819","sister chromatid segregation","17/435","233/18860",0.0729613733905579,3.16333678654235,5.1054126370438,3.08960577497711e-05,0.00231503618682934,0.00191081989665712,"DUSP1/SPC25/ESPL1/KIF14/CCNB1/DLGAP5/MYBL2/MAD2L1/KIF2C/BUB1B/NEK2/AURKB/SKA3/NUF2/CENPF/TPX2/KIF23",17
"GO:0061448","connective tissue development","20/435","307/18860",0.0651465798045603,2.82451608072185,4.9523350750173,3.2628389723909e-05,0.00240268711225544,0.00198316655508841,"BMPR1B/MATN3/ZBTB16/GHR/COL1A1/RUNX1/MDK/MMP13/SOX5/HOXA3/PPARG/XBP1/GPLD1/THRA/BGN/BMP5/CD34/TGFBR2/ACAT1/BMP6",20
"GO:0008608","attachment of spindle microtubules to kinetochore","8/435","55/18860",0.145454545454545,6.30637408568443,6.05539878968968,3.53672597233537e-05,0.00256022993692277,0.00211320165590565,"SPC25/CCNB1/KIF2C/NEK2/AURKB/SKA3/NUF2/ECT2",8
"GO:0033045","regulation of sister chromatid segregation","11/435","107/18860",0.102803738317757,4.45719196476528,5.51036310293777,3.67722896917601e-05,0.00261757415455846,0.00216053330136324,"DUSP1/SPC25/ESPL1/CCNB1/DLGAP5/MAD2L1/BUB1B/AURKB/SKA3/NUF2/CENPF",11
"GO:0016049","cell growth","27/435","499/18860",0.0541082164328657,2.34593324580195,4.68193994488436,4.04674335268912e-05,0.00283338374743201,0.00233866151650662,"PRR5/NPR1/AVPR1A/IL17RB/ZEB2/KIF14/S100B/NTRK3/MFSD2A/AURKA/TEAD1/EDN2/FAM107A/SEMA3A/TNFRSF12A/CLSTN3/PRKCZ/SERPINE2/YAP1/SLIT3/XBP1/NRN1/EGFR/PAK6/TGFBR2/PLXNA4/POSTN",27
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","14/435","170/18860",0.0823529411764706,3.57052062204192,5.17298373410623,4.14674694202068e-05,0.0028565735789307,0.00235780229351906,"SPC25/ESPL1/CCNB1/DLGAP5/AURKA/MYBL2/MAD2L1/CENPA/NEK2/AURKB/NUF2/TPX2/FAM110A/KIF23",14
"GO:0051216","cartilage development","16/435","216/18860",0.0740740740740741,3.21157939548744,5.02296409810536,4.38503257536107e-05,0.00297277367132811,0.00245371329906169,"BMPR1B/MATN3/ZBTB16/GHR/COL1A1/RUNX1/MDK/MMP13/SOX5/HOXA3/GPLD1/THRA/BGN/BMP5/TGFBR2/BMP6",16
"GO:0045786","negative regulation of cell cycle","23/435","399/18860",0.0576441102756892,2.49923659724023,4.65081668897279,5.81400708524444e-05,0.00387994129079359,0.00320248515271112,"DUSP1/CEBPA/E2F7/SPC25/ESPL1/CDC14B/CCNB1/TIMELESS/MAD2L1/FAM107A/BUB1B/NEK2/AURKB/CHEK1/BLM/SKA3/NUF2/CENPF/EZH2/EME1/IER3/PKMYT1/RAD51",23
"GO:0060560","developmental growth involved in morphogenesis","17/435","246/18860",0.0691056910569106,2.99616858237548,4.84222677931489,6.11271468823386e-05,0.00401652375899182,0.0033152196746389,"ZEB2/S100B/NTRK3/AURKA/EDN2/SEMA3A/TNFRSF12A/CLSTN3/PRKCZ/YAP1/SLIT3/NRN1/PAK6/TGFBR2/PLXNA4/POSTN/S1PR1",17
"GO:0051983","regulation of chromosome segregation","12/435","134/18860",0.0895522388059701,3.88265568708183,5.14544419239579,6.48845543325123e-05,0.00419881714476,0.00346568377128522,"DUSP1/SPC25/ESPL1/CCNB1/DLGAP5/MAD2L1/KIF2C/BUB1B/AURKB/SKA3/NUF2/CENPF",12
"GO:0098813","nuclear chromosome segregation","20/435","323/18860",0.0619195046439628,2.68460197146009,4.69222740051999,6.64018079429022e-05,0.00423286748841993,0.00349378876356291,"DUSP1/SPC25/ESPL1/KIF14/CCNB1/DLGAP5/AURKA/MYBL2/MAD2L1/KIF2C/BUB1B/NEK2/AURKB/SKA3/NUF2/CENPF/ECT2/TPX2/ASPM/KIF23",20
"GO:0044772","mitotic cell cycle phase transition","25/435","461/18860",0.0542299349240781,2.35121051188072,4.51311685627173,7.5095232295341e-05,0.00471664319313826,0.00389309493741636,"DUSP1/E2F7/SPC25/ESPL1/CDC14B/KIF14/CCNB1/MELK/DLGAP5/AURKA/MAD2L1/FAM107A/BUB1B/AURKB/CHEK1/BLM/SKA3/NUF2/CENPF/CDC14C/RRM2/EGFR/EZH2/IER3/PKMYT1",25
"GO:0007059","chromosome segregation","24/435","434/18860",0.0552995391705069,2.39758461782933,4.52592813638452,7.72101221820413e-05,0.00473903186310517,0.00391157443949752,"DUSP1/SPC25/ESPL1/KIF14/CCNB1/DLGAP5/AURKA/MYBL2/MAD2L1/KIF2C/MKI67/BUB1B/NEK2/DIAPH3/AURKB/SKA3/NUF2/CENPF/ECT2/CENPM/TPX2/ASPM/KIF23/NR3C1",24
"GO:0008217","regulation of blood pressure","15/435","203/18860",0.0738916256157636,3.20366910140989,4.85035700951417,7.76708570398881e-05,0.00473903186310517,0.00391157443949752,"NPR1/AVPR1A/NPR3/KCNJ8/WNK4/EDN2/ATP1A2/RASL10B/SCNN1A/PPARG/ADRB1/CTSG/AVPR2/IER3/POSTN",15
"GO:2001251","negative regulation of chromosome organization","10/435","97/18860",0.103092783505155,4.46972390093613,5.2641693961204,8.07557021181278e-05,0.0048578535738947,0.00400964931643603,"DUSP1/SPC25/ESPL1/CCNB1/MAD2L1/BUB1B/AURKB/SKA3/NUF2/CENPF",10
"GO:0090068","positive regulation of cell cycle process","18/435","278/18860",0.0647482014388489,2.80724386008435,4.66437155827589,8.67711216012086e-05,0.00513713759063224,0.00424016902020416,"E2F7/ESPL1/CDC14B/KIF14/CCNB1/DLGAP5/AURKA/MAD2L1/RAB11FIP4/AURKB/CHEK1/SKA3/ECT2/CDC14C/RRM2/EGFR/EZH2/KIF23",18
